[frequency (THz)]	[signal]	[dc signal]	[interferogram phase (rad)]	[linear phase (rad)]
719.970	54.037	47.151	673.966	668.551
719.908	29.211	46.900	674.565	669.041
719.846	4.305	46.741	675.148	669.532
719.784	116.463	46.655	675.718	670.023
719.722	76.541	46.626	676.274	670.514
719.659	11.774	46.640	676.820	671.005
719.597	21.480	46.686	677.356	671.495
719.535	36.410	46.755	677.885	671.986
719.473	8.181	46.840	678.407	672.477
719.411	28.763	46.934	678.923	672.968
719.349	128.670	47.032	679.436	673.459
719.287	94.929	47.129	679.944	673.949
719.225	46.068	47.221	680.450	674.440
719.163	-8.787	47.305	680.953	674.931
719.101	-29.932	47.376	681.454	675.422
719.039	45.152	47.433	681.953	675.912
718.977	94.626	47.472	682.450	676.403
718.914	-18.524	47.490	682.947	676.894
718.852	25.335	47.485	683.442	677.385
718.790	52.957	47.456	683.937	677.876
718.728	58.054	47.399	684.431	678.366
718.666	66.178	47.313	684.925	678.858
718.604	37.059	47.198	685.419	679.348
718.542	39.216	47.051	685.913	679.839
718.480	13.500	46.871	686.407	680.330
718.418	0.773	46.659	686.901	680.821
718.356	7.790	46.413	687.397	681.311
718.294	26.034	46.134	687.893	681.802
718.232	44.414	45.822	688.391	682.293
718.170	31.785	45.478	688.891	682.784
718.107	-1.060	45.104	689.395	683.275
718.045	53.520	44.700	689.903	683.765
717.983	73.053	44.269	690.419	684.256
717.921	89.556	43.816	690.946	684.747
717.859	49.560	43.347	691.494	685.238
717.797	5.851	42.877	692.083	685.729
717.735	113.369	42.439	692.766	686.219
717.673	43.814	42.159	693.700	686.711
717.611	54.227	42.418	695.010	687.201
717.549	53.709	43.362	696.072	687.692
717.487	35.030	44.590	696.807	688.183
717.425	44.336	45.920	697.417	688.674
717.362	52.856	47.299	697.974	689.164
717.300	66.412	48.707	698.507	689.655
717.238	4.672	50.134	699.025	690.146
717.176	4.577	51.571	699.536	690.637
717.114	34.967	53.011	700.040	691.128
717.052	36.122	54.447	700.541	691.618
716.990	36.022	55.875	701.040	692.109
716.928	35.891	57.288	701.536	692.600
716.866	-3.239	58.681	702.031	693.091
716.804	26.618	60.047	702.525	693.582
716.742	86.644	61.381	703.018	694.072
716.680	82.327	62.678	703.510	694.564
716.618	35.274	63.932	704.002	695.054
716.555	83.972	65.138	704.494	695.545
716.493	182.250	66.291	704.985	696.036
716.431	71.543	67.385	705.476	696.527
716.369	-12.650	68.416	705.966	697.017
716.307	-12.050	69.380	706.457	697.508
716.245	-12.665	70.272	706.947	697.999
716.183	42.125	71.088	707.437	698.490
716.121	125.240	71.824	707.928	698.981
716.059	87.146	72.478	708.418	699.471
715.997	48.948	73.046	708.908	699.962
715.935	85.169	73.525	709.398	700.453
715.873	90.844	73.915	709.889	700.944
715.810	7.182	74.212	710.379	701.435
715.748	-32.408	74.417	710.869	701.925
715.686	17.491	74.527	711.360	702.417
715.624	40.898	74.544	711.851	702.907
715.562	53.671	74.467	712.342	703.398
715.500	29.313	74.297	712.833	703.889
715.438	-18.281	74.035	713.324	704.380
715.376	-13.067	73.683	713.815	704.870
715.314	29.451	73.243	714.307	705.361
715.252	30.847	72.718	714.798	705.852
715.190	22.511	72.112	715.290	706.342
715.128	89.825	71.427	715.783	706.834
715.066	115.546	70.668	716.275	707.324
715.003	114.188	69.840	716.768	707.815
714.941	37.150	68.947	717.261	708.306
714.879	42.867	67.994	717.755	708.797
714.817	99.995	66.987	718.249	709.287
714.755	57.893	65.933	718.743	709.778
714.693	86.086	64.836	719.237	710.269
714.631	82.338	63.703	719.732	710.760
714.569	86.075	62.541	720.227	711.251
714.507	15.068	61.357	720.723	711.742
714.445	54.373	60.156	721.218	712.232
714.383	78.823	58.946	721.714	712.723
714.321	-26.715	57.734	722.210	713.214
714.258	44.083	56.526	722.707	713.705
714.196	54.149	55.328	723.203	714.195
714.134	54.012	54.147	723.699	714.687
714.072	30.862	52.989	724.195	715.177
714.010	29.741	51.860	724.691	715.668
713.948	74.544	50.766	725.186	716.159
713.886	46.054	49.712	725.680	716.650
713.824	-46.541	48.703	726.173	717.140
713.762	18.347	47.745	726.664	717.631
713.700	37.254	46.841	727.154	718.122
713.638	59.219	45.997	727.641	718.613
713.576	31.625	45.215	728.126	719.104
713.513	25.670	44.500	728.608	719.595
713.451	97.257	43.855	729.086	720.085
713.389	123.945	43.283	729.560	720.576
713.327	45.089	42.789	730.030	721.067
713.265	-8.627	42.374	730.495	721.558
713.203	26.286	42.043	730.955	722.048
713.141	-23.566	41.797	731.410	722.540
713.079	-42.705	41.639	731.862	723.030
713.017	15.927	41.572	732.309	723.521
712.955	56.119	41.596	732.754	724.012
712.893	85.659	41.713	733.197	724.503
712.831	106.715	41.920	733.640	724.993
712.769	47.137	42.217	734.083	725.484
712.706	17.218	42.601	734.528	725.975
712.644	-46.897	43.068	734.975	726.466
712.582	11.487	43.613	735.426	726.957
712.520	121.460	44.231	735.880	727.448
712.458	65.088	44.916	736.338	727.938
712.396	-23.541	45.661	736.800	728.429
712.334	14.622	46.462	737.265	728.920
712.272	43.109	47.310	737.735	729.411
712.210	16.405	48.200	738.207	729.901
712.148	43.500	49.125	738.683	730.393
712.086	75.707	50.078	739.161	730.883
712.024	39.147	51.054	739.642	731.374
711.961	-13.441	52.047	740.125	731.865
711.899	2.861	53.050	740.611	732.356
711.837	71.981	54.058	741.098	732.846
711.775	11.933	55.065	741.587	733.337
711.713	69.967	56.067	742.078	733.828
711.651	89.148	57.057	742.569	734.319
711.589	90.500	58.032	743.063	734.810
711.527	50.708	58.988	743.557	735.300
711.465	-8.141	59.919	744.052	735.791
711.403	60.824	60.824	744.548	736.282
711.341	-7.475	61.697	745.046	736.773
711.279	49.562	62.538	745.543	737.263
711.217	10.216	63.342	746.042	737.754
711.154	-6.032	64.108	746.541	738.245
711.092	58.765	64.834	747.041	738.736
711.030	113.022	65.519	747.542	739.227
710.968	100.544	66.162	748.043	739.718
710.906	25.357	66.762	748.544	740.208
710.844	-0.432	67.318	749.046	740.699
710.782	89.706	67.831	749.548	741.190
710.720	79.247	68.300	750.050	741.681
710.658	20.406	68.726	750.552	742.171
710.596	47.065	69.109	751.055	742.663
710.534	30.194	69.450	751.557	743.153
710.472	6.675	69.751	752.060	743.644
710.409	118.346	70.011	752.563	744.135
710.347	137.197	70.232	753.066	744.626
710.285	116.295	70.414	753.568	745.116
710.223	54.398	70.560	754.071	745.607
710.161	101.559	70.669	754.573	746.098
710.099	50.063	70.743	755.076	746.589
710.037	27.252	70.782	755.578	747.080
709.975	48.257	70.787	756.079	747.571
709.913	-11.575	70.759	756.581	748.061
709.851	-5.847	70.697	757.082	748.552
709.789	-78.984	70.603	757.582	749.043
709.727	62.377	70.476	758.083	749.534
709.665	58.032	70.316	758.582	750.024
709.602	24.511	70.123	759.082	750.516
709.540	39.099	69.896	759.581	751.006
709.478	60.467	69.635	760.079	751.497
709.416	43.405	69.338	760.577	751.988
709.354	10.362	69.005	761.074	752.479
709.292	62.353	68.634	761.571	752.969
709.230	19.284	68.225	762.067	753.460
709.168	-10.158	67.775	762.562	753.951
709.106	64.761	67.283	763.056	754.442
709.044	40.467	66.748	763.550	754.933
708.982	16.264	66.168	764.043	755.424
708.920	51.168	65.542	764.535	755.914
708.857	53.144	64.867	765.027	756.405
708.795	68.081	64.143	765.517	756.896
708.733	73.667	63.367	766.005	757.387
708.671	49.440	62.540	766.493	757.877
708.609	2.406	61.659	766.979	758.369
708.547	20.390	60.725	767.463	758.859
708.485	98.335	59.736	767.945	759.350
708.423	77.230	58.694	768.424	759.841
708.361	20.726	57.598	768.900	760.332
708.299	50.293	56.450	769.370	760.822
708.237	66.225	55.253	769.835	761.313
708.175	47.930	54.010	770.290	761.804
708.113	14.190	52.731	770.732	762.295
708.050	42.739	51.426	771.152	762.786
707.988	7.576	50.121	771.534	763.277
707.926	41.496	48.868	771.847	763.767
707.864	53.913	47.794	772.030	764.258
707.802	57.396	47.167	772.027	764.749
707.740	81.750	47.243	771.990	765.240
707.678	30.019	47.851	772.126	765.730
707.616	66.657	48.687	772.412	766.221
707.554	83.771	49.593	772.779	766.712
707.492	22.630	50.498	773.190	767.203
707.430	-1.886	51.372	773.625	767.694
707.368	31.932	52.196	774.075	768.184
707.305	55.486	52.958	774.534	768.675
707.243	30.631	53.651	775.000	769.166
707.181	43.061	54.269	775.471	769.657
707.119	99.465	54.808	775.945	770.147
707.057	93.111	55.265	776.422	770.639
706.995	92.411	55.636	776.901	771.129
706.933	1.723	55.922	777.381	771.620
706.871	-4.681	56.121	777.863	772.111
706.809	32.001	56.232	778.345	772.602
706.747	68.421	56.258	778.828	773.093
706.685	48.443	56.198	779.313	773.583
706.623	64.568	56.056	779.797	774.074
706.560	90.078	55.832	780.283	774.565
706.498	12.425	55.531	780.768	775.056
706.436	4.257	55.155	781.254	775.547
706.374	-40.025	54.708	781.741	776.037
706.312	-28.070	54.196	782.228	776.528
706.250	-20.591	53.622	782.715	777.019
706.188	-50.051	52.992	783.203	777.510
706.126	-1.308	52.310	783.690	778.000
706.064	51.257	51.583	784.178	778.492
706.002	56.744	50.817	784.667	778.982
705.940	104.955	50.017	785.156	779.473
705.878	80.556	49.190	785.645	779.964
705.816	-50.866	48.342	786.134	780.455
705.753	68.794	47.479	786.624	780.946
705.691	51.467	46.607	787.114	781.436
705.629	49.063	45.733	787.604	781.927
705.567	38.030	44.862	788.095	782.418
705.505	51.584	44.001	788.587	782.909
705.443	49.793	43.154	789.079	783.400
705.381	-4.020	42.329	789.571	783.890
705.319	22.262	41.530	790.065	784.381
705.257	92.592	40.762	790.560	784.872
705.195	40.376	40.029	791.056	785.363
705.133	31.347	39.337	791.554	785.853
705.071	-32.383	38.689	792.056	786.345
705.008	56.779	38.089	792.563	786.835
704.946	9.735	37.542	793.081	787.326
704.884	-14.004	37.053	793.623	787.817
704.822	26.064	36.639	794.249	788.308
704.760	17.521	36.476	795.596	788.799
704.698	8.769	38.068	797.681	789.289
704.636	52.325	40.214	798.381	789.780
704.574	59.644	42.376	798.940	790.271
704.512	-11.211	44.516	799.465	790.762
704.450	65.314	46.616	799.977	791.253
704.388	-19.715	48.662	800.483	791.743
704.326	2.344	50.640	800.986	792.234
704.264	83.566	52.537	801.486	792.725
704.201	102.088	54.343	801.986	793.216
704.139	98.633	56.044	802.485	793.706
704.077	79.555	57.631	802.984	794.198
704.015	8.966	59.094	803.483	794.688
703.953	14.914	60.423	803.982	795.179
703.891	104.115	61.610	804.481	795.670
703.829	15.557	62.647	804.980	796.161
703.767	80.321	63.528	805.480	796.652
703.705	78.174	64.247	805.980	797.142
703.643	30.173	64.801	806.481	797.633
703.581	60.554	65.185	806.982	798.124
703.519	64.485	65.397	807.485	798.615
703.456	19.746	65.437	807.988	799.105
703.394	34.899	65.304	808.493	799.596
703.332	11.462	65.000	808.999	800.087
703.270	14.520	64.527	809.508	800.578
703.208	155.329	63.889	810.018	801.069
703.146	73.595	63.091	810.532	801.559
703.084	184.393	62.138	811.050	802.050
703.022	43.273	61.040	811.573	802.541
702.960	29.754	59.805	812.104	803.032
702.898	78.051	58.445	812.648	803.523
702.836	34.805	56.978	813.211	804.013
702.774	57.047	55.429	813.807	804.505
702.712	51.614	53.844	814.470	804.995
702.649	7.290	52.333	815.269	805.486
702.587	47.672	51.168	816.303	805.977
702.525	61.289	50.688	817.411	806.468
702.463	39.937	50.749	818.295	806.958
702.401	-23.531	51.034	819.002	807.449
702.339	6.109	51.400	819.621	807.940
702.277	67.734	51.793	820.198	808.431
702.215	-45.304	52.194	820.752	808.922
702.153	18.370	52.591	821.292	809.412
702.091	25.087	52.981	821.824	809.903
702.029	115.370	53.360	822.350	810.394
701.967	85.629	53.729	822.872	810.885
701.904	6.059	54.086	823.391	811.376
701.842	90.781	54.432	823.909	811.866
701.780	28.015	54.767	824.425	812.358
701.718	68.911	55.092	824.940	812.848
701.656	54.466	55.408	825.455	813.339
701.594	51.211	55.716	825.969	813.830
701.532	37.878	56.016	826.483	814.321
701.470	-37.154	56.309	826.997	814.811
701.408	12.608	56.597	827.511	815.302
701.346	22.995	56.880	828.024	815.793
701.284	22.490	57.159	828.538	816.284
701.222	73.047	57.434	829.053	816.775
701.160	64.618	57.706	829.567	817.265
701.097	37.390	57.976	830.082	817.756
701.035	7.907	58.243	830.597	818.247
700.973	-30.995	58.509	831.113	818.738
700.911	49.541	58.772	831.628	819.229
700.849	-46.759	59.032	832.145	819.719
700.787	-13.211	59.289	832.661	820.211
700.725	41.021	59.543	833.179	820.701
700.663	98.891	59.792	833.696	821.192
700.601	30.181	60.036	834.214	821.683
700.539	47.326	60.273	834.733	822.174
700.477	72.103	60.502	835.252	822.664
700.415	25.763	60.722	835.771	823.155
700.352	56.048	60.930	836.291	823.646
700.290	119.472	61.125	836.811	824.137
700.228	96.602	61.305	837.331	824.628
700.166	34.655	61.468	837.852	825.118
700.104	-9.518	61.611	838.374	825.609
700.042	23.727	61.732	838.895	826.100
699.980	30.363	61.830	839.417	826.591
699.918	91.430	61.901	839.939	827.082
699.856	34.917	61.942	840.462	827.572
699.794	12.168	61.953	840.984	828.063
699.732	96.445	61.930	841.507	828.554
699.670	53.211	61.871	842.029	829.045
699.607	11.885	61.773	842.552	829.536
699.545	75.714	61.636	843.074	830.026
699.483	55.246	61.456	843.597	830.517
699.421	-11.209	61.232	844.119	831.008
699.359	-6.672	60.962	844.640	831.499
699.297	-20.774	60.645	845.161	831.989
699.235	8.853	60.280	845.681	832.481
699.173	62.220	59.866	846.200	832.971
699.111	4.209	59.402	846.718	833.462
699.049	58.298	58.887	847.234	833.953
698.987	60.685	58.323	847.748	834.444
698.925	74.587	57.709	848.260	834.934
698.863	86.191	57.046	848.769	835.425
698.800	47.741	56.337	849.274	835.916
698.738	34.608	55.583	849.774	836.407
698.676	45.639	54.788	850.268	836.898
698.614	56.379	53.957	850.754	837.389
698.552	58.237	53.096	851.231	837.879
698.490	36.692	52.214	851.694	838.370
698.428	7.036	51.323	852.141	838.861
698.366	34.193	50.443	852.566	839.352
698.304	127.848	49.598	852.963	839.842
698.242	73.004	48.822	853.329	840.334
698.180	-0.408	48.155	853.663	840.824
698.118	-16.589	47.637	853.974	841.315
698.055	1.963	47.289	854.282	841.806
697.993	44.061	47.105	854.608	842.297
697.931	69.460	47.055	854.962	842.787
697.869	69.615	47.107	855.349	843.278
697.807	37.751	47.230	855.763	843.769
697.745	85.163	47.401	856.200	844.260
697.683	55.478	47.604	856.653	844.751
697.621	7.871	47.831	857.120	845.241
697.559	37.077	48.074	857.596	845.732
697.497	-25.173	48.329	858.080	846.223
697.435	-32.899	48.594	858.569	846.714
697.373	89.500	48.866	859.062	847.205
697.311	94.864	49.144	859.559	847.695
697.248	27.783	49.427	860.058	848.187
697.186	57.497	49.715	860.559	848.677
697.124	8.119	50.007	861.061	849.168
697.062	6.753	50.301	861.564	849.659
697.000	109.024	50.597	862.067	850.150
696.938	29.882	50.894	862.571	850.640
696.876	-37.192	51.190	863.075	851.131
696.814	25.583	51.485	863.579	851.622
696.752	22.925	51.776	864.083	852.113
696.690	44.091	52.063	864.587	852.604
696.628	53.436	52.343	865.090	853.094
696.566	55.653	52.616	865.593	853.585
696.503	73.133	52.878	866.096	854.076
696.441	33.269	53.129	866.597	854.567
696.379	50.792	53.366	867.098	855.058
696.317	74.331	53.587	867.599	855.548
696.255	28.712	53.790	868.098	856.040
696.193	18.814	53.975	868.597	856.530
696.131	62.976	54.138	869.094	857.021
696.069	-24.810	54.279	869.591	857.512
696.007	13.799	54.396	870.087	858.003
695.945	-14.898	54.488	870.581	858.493
695.883	46.798	54.553	871.075	858.984
695.821	29.020	54.591	871.567	859.475
695.759	37.356	54.600	872.057	859.966
695.696	35.207	54.582	872.547	860.457
695.634	38.024	54.534	873.034	860.947
695.572	50.943	54.459	873.520	861.438
695.510	48.534	54.355	874.004	861.929
695.448	20.605	54.225	874.486	862.420
695.386	14.668	54.070	874.966	862.910
695.324	23.940	53.891	875.443	863.401
695.262	1.315	53.691	875.917	863.892
695.200	1.644	53.473	876.388	864.383
695.138	13.093	53.240	876.856	864.874
695.076	-2.863	52.997	877.319	865.365
695.014	-2.272	52.750	877.779	865.855
694.951	41.777	52.504	878.233	866.346
694.889	-0.551	52.267	878.682	866.837
694.827	-2.082	52.048	879.125	867.328
694.765	128.026	51.856	879.562	867.818
694.703	89.024	51.702	879.991	868.310
694.641	68.848	51.598	880.414	868.800
694.579	98.912	51.556	880.829	869.291
694.517	-2.892	51.589	881.237	869.782
694.455	19.746	51.708	881.640	870.273
694.393	78.097	51.920	882.038	870.763
694.331	59.766	52.231	882.434	871.254
694.269	1.132	52.639	882.829	871.745
694.207	16.577	53.139	883.227	872.236
694.144	127.685	53.720	883.629	872.727
694.082	69.543	54.368	884.036	873.218
694.020	-14.309	55.066	884.450	873.708
693.958	4.276	55.797	884.871	874.199
693.896	8.900	56.542	885.300	874.690
693.834	94.890	57.285	885.735	875.181
693.772	37.988	58.011	886.177	875.671
693.710	33.813	58.707	886.625	876.163
693.648	34.036	59.359	887.078	876.653
693.586	49.253	59.959	887.536	877.144
693.524	26.178	60.497	887.999	877.635
693.462	67.624	60.966	888.465	878.126
693.399	22.964	61.361	888.935	878.616
693.337	34.635	61.676	889.409	879.107
693.275	-38.863	61.909	889.885	879.598
693.213	4.526	62.056	890.364	880.089
693.151	122.464	62.116	890.845	880.580
693.089	152.282	62.088	891.329	881.071
693.027	-23.976	61.973	891.814	881.561
692.965	31.181	61.772	892.302	882.052
692.903	119.307	61.487	892.792	882.543
692.841	51.688	61.119	893.283	883.034
692.779	-4.389	60.673	893.776	883.524
692.717	-21.540	60.152	894.270	884.016
692.655	4.276	59.559	894.766	884.506
692.592	6.485	58.901	895.264	884.997
692.530	-4.602	58.182	895.763	885.488
692.468	18.376	57.408	896.263	885.979
692.406	50.990	56.585	896.765	886.469
692.344	58.400	55.718	897.268	886.960
692.282	15.190	54.815	897.772	887.451
692.220	59.789	53.882	898.278	887.942
692.158	85.253	52.927	898.785	888.433
692.096	46.621	51.954	899.294	888.924
692.034	30.745	50.972	899.803	889.414
691.972	49.546	49.987	900.314	889.905
691.910	91.114	49.005	900.826	890.396
691.847	20.718	48.032	901.339	890.886
691.785	38.876	47.075	901.853	891.377
691.723	0.016	46.139	902.368	891.868
691.661	10.069	45.230	902.884	892.359
691.599	13.248	44.351	903.401	892.850
691.537	43.269	43.507	903.919	893.341
691.475	6.449	42.702	904.437	893.831
691.413	5.160	41.939	904.956	894.322
691.351	25.373	41.220	905.476	894.813
691.289	52.494	40.549	905.997	895.304
691.227	-5.689	39.926	906.517	895.794
691.165	-64.287	39.353	907.039	896.286
691.102	-50.694	38.829	907.561	896.776
691.040	-8.531	38.355	908.083	897.267
690.978	-32.557	37.932	908.606	897.758
690.916	49.928	37.556	909.130	898.249
690.854	73.830	37.229	909.653	898.739
690.792	-11.800	36.948	910.178	899.230
690.730	9.193	36.712	910.703	899.721
690.668	73.379	36.518	911.229	900.212
690.606	50.260	36.365	911.756	900.703
690.544	11.128	36.252	912.284	901.194
690.482	43.379	36.175	912.813	901.684
690.420	31.335	36.134	913.344	902.175
690.358	33.195	36.127	913.877	902.666
690.295	74.432	36.152	914.412	903.157
690.233	27.733	36.210	914.950	903.647
690.171	-15.525	36.299	915.491	904.139
690.109	-42.847	36.420	916.037	904.629
690.047	46.446	36.574	916.586	905.120
689.985	33.357	36.764	917.141	905.611
689.923	108.383	36.993	917.701	906.102
689.861	46.911	37.266	918.268	906.592
689.799	43.773	37.586	918.842	907.083
689.737	4.192	37.961	919.423	907.574
689.675	15.440	38.398	920.010	908.065
689.613	24.517	38.902	920.604	908.556
689.550	-41.016	39.478	921.202	909.047
689.488	57.901	40.128	921.803	909.537
689.426	65.098	40.851	922.404	910.028
689.364	57.378	41.642	923.001	910.519
689.302	39.097	42.491	923.594	911.010
689.240	21.594	43.388	924.179	911.500
689.178	90.856	44.319	924.756	911.992
689.116	-5.964	45.268	925.325	912.482
689.054	2.983	46.224	925.884	912.973
688.992	-15.740	47.171	926.436	913.464
688.930	19.233	48.099	926.979	913.955
688.868	58.098	48.998	927.516	914.445
688.806	102.377	49.858	928.045	914.936
688.743	-34.185	50.672	928.569	915.427
688.681	76.714	51.434	929.087	915.918
688.619	81.124	52.140	929.601	916.409
688.557	40.593	52.785	930.110	916.900
688.495	48.335	53.367	930.616	917.390
688.433	28.662	53.884	931.117	917.881
688.371	36.051	54.336	931.615	918.372
688.309	70.804	54.723	932.110	918.863
688.247	61.612	55.046	932.602	919.353
688.185	-32.998	55.306	933.092	919.845
688.123	64.938	55.506	933.579	920.335
688.061	90.545	55.650	934.063	920.826
687.998	-26.773	55.739	934.545	921.317
687.936	-26.391	55.780	935.025	921.807
687.874	40.220	55.775	935.502	922.298
687.812	68.945	55.730	935.978	922.789
687.750	90.632	55.649	936.452	923.280
687.688	70.267	55.538	936.924	923.770
687.626	11.002	55.401	937.394	924.262
687.564	33.146	55.244	937.863	924.752
687.502	-17.268	55.072	938.330	925.243
687.440	-44.489	54.889	938.796	925.734
687.378	84.062	54.699	939.261	926.225
687.316	84.095	54.506	939.726	926.716
687.254	6.274	54.314	940.190	927.206
687.191	24.776	54.125	940.653	927.697
687.129	86.230	53.941	941.117	928.188
687.067	48.274	53.764	941.581	928.679
687.005	13.959	53.595	942.046	929.170
686.943	55.715	53.433	942.512	929.660
686.881	62.947	53.278	942.979	930.151
686.819	115.389	53.129	943.448	930.642
686.757	14.169	52.985	943.919	931.133
686.695	21.829	52.844	944.393	931.623
686.633	100.515	52.703	944.870	932.115
686.571	24.753	52.562	945.351	932.605
686.509	69.361	52.417	945.836	933.096
686.446	76.933	52.268	946.326	933.587
686.384	16.055	52.113	946.823	934.078
686.322	-4.087	51.953	947.326	934.569
686.260	70.898	51.789	947.838	935.059
686.198	99.789	51.626	948.360	935.550
686.136	82.533	51.469	948.893	936.041
686.074	12.996	51.328	949.439	936.532
686.012	12.371	51.216	950.001	937.023
685.950	14.575	51.153	950.580	937.513
685.888	51.639	51.159	951.175	938.004
685.826	33.332	51.259	951.785	938.495
685.764	14.412	51.476	952.406	938.986
685.702	71.065	51.825	953.031	939.476
685.639	-0.815	52.310	953.651	939.968
685.577	18.151	52.925	954.262	940.458
685.515	72.993	53.651	954.858	940.949
685.453	63.891	54.468	955.439	941.440
685.391	27.266	55.355	956.005	941.931
685.329	27.419	56.288	956.558	942.422
685.267	63.169	57.251	957.100	942.912
685.205	89.291	58.226	957.633	943.403
685.143	106.597	59.198	958.157	943.894
685.081	-9.059	60.156	958.675	944.385
685.019	-41.358	61.089	959.187	944.876
684.957	19.387	61.986	959.695	945.366
684.894	39.391	62.838	960.199	945.857
684.832	57.028	63.639	960.700	946.348
684.770	116.472	64.381	961.199	946.839
684.708	54.549	65.058	961.695	947.329
684.646	-13.572	65.664	962.189	947.821
684.584	10.342	66.195	962.681	948.311
684.522	35.321	66.648	963.172	948.802
684.460	6.268	67.019	963.662	949.293
684.398	4.807	67.305	964.150	949.784
684.336	39.922	67.505	964.637	950.275
684.274	67.237	67.619	965.123	950.765
684.212	-22.263	67.645	965.608	951.256
684.149	35.935	67.585	966.093	951.747
684.087	148.754	67.439	966.576	952.238
684.025	110.258	67.210	967.059	952.728
683.963	87.808	66.899	967.540	953.219
683.901	65.160	66.510	968.022	953.710
683.839	103.177	66.047	968.502	954.201
683.777	56.436	65.514	968.981	954.692
683.715	19.973	64.916	969.460	955.182
683.653	43.792	64.257	969.938	955.673
683.591	-14.845	63.544	970.415	956.164
683.529	20.713	62.782	970.892	956.655
683.467	-14.391	61.979	971.368	957.146
683.405	7.766	61.140	971.843	957.636
683.342	83.705	60.272	972.317	958.128
683.280	66.072	59.382	972.790	958.618
683.218	0.420	58.477	973.262	959.109
683.156	32.047	57.564	973.734	959.600
683.094	66.780	56.649	974.204	960.091
683.032	42.323	55.740	974.674	960.581
682.970	43.116	54.842	975.143	961.072
682.908	-15.418	53.962	975.611	961.563
682.846	74.984	53.105	976.079	962.054
682.784	47.535	52.276	976.546	962.545
682.722	-1.347	51.480	977.012	963.035
682.660	-46.379	50.721	977.477	963.526
682.597	4.577	50.002	977.942	964.017
682.535	8.298	49.325	978.407	964.508
682.473	-16.291	48.694	978.872	964.999
682.411	21.687	48.108	979.337	965.489
682.349	19.503	47.568	979.803	965.981
682.287	57.038	47.073	980.269	966.471
682.225	53.989	46.623	980.737	966.962
682.163	47.200	46.216	981.206	967.453
682.101	-14.685	45.849	981.678	967.944
682.039	-8.819	45.520	982.152	968.434
681.977	49.473	45.226	982.630	968.925
681.915	61.273	44.965	983.112	969.416
681.853	40.358	44.734	983.600	969.907
681.790	49.980	44.531	984.094	970.398
681.728	72.268	44.357	984.596	970.888
681.666	23.745	44.213	985.108	971.379
681.604	88.474	44.101	985.629	971.870
681.542	44.504	44.028	986.163	972.361
681.480	44.889	44.002	986.710	972.852
681.418	9.322	44.036	987.272	973.342
681.356	54.831	44.141	987.846	973.834
681.294	-38.587	44.333	988.433	974.324
681.232	57.868	44.622	989.028	974.815
681.170	22.178	45.015	989.625	975.306
681.108	22.495	45.511	990.220	975.797
681.045	-5.550	46.099	990.808	976.287
680.983	1.308	46.767	991.387	976.778
680.921	41.692	47.497	991.953	977.269
680.859	48.960	48.271	992.509	977.760
680.797	16.917	49.072	993.054	978.251
680.735	107.472	49.886	993.590	978.741
680.673	92.847	50.698	994.118	979.232
680.611	40.035	51.499	994.640	979.723
680.549	83.322	52.277	995.156	980.214
680.487	36.733	53.025	995.667	980.705
680.425	31.047	53.736	996.175	981.195
680.363	51.650	54.403	996.680	981.686
680.301	69.362	55.021	997.183	982.177
680.238	98.582	55.587	997.683	982.668
680.176	111.834	56.096	998.182	983.159
680.114	12.901	56.545	998.680	983.649
680.052	35.880	56.932	999.177	984.140
679.990	67.379	57.256	999.673	984.631
679.928	94.324	57.515	1000.169	985.122
679.866	-26.151	57.708	1000.664	985.612
679.804	48.619	57.837	1001.159	986.104
679.742	17.118	57.900	1001.654	986.594
679.680	-20.010	57.900	1002.149	987.085
679.618	-33.293	57.838	1002.644	987.576
679.556	31.180	57.715	1003.139	988.067
679.493	-14.772	57.535	1003.635	988.557
679.431	93.516	57.299	1004.131	989.048
679.369	-32.660	57.011	1004.628	989.539
679.307	53.592	56.675	1005.126	990.030
679.245	-8.326	56.294	1005.624	990.521
679.183	50.642	55.872	1006.123	991.012
679.121	12.368	55.415	1006.624	991.502
679.059	9.419	54.925	1007.125	991.993
678.997	-55.946	54.410	1007.628	992.484
678.935	21.043	53.872	1008.132	992.975
678.873	54.095	53.318	1008.638	993.465
678.811	70.477	52.753	1009.145	993.957
678.749	27.790	52.182	1009.655	994.447
678.686	20.313	51.611	1010.166	994.938
678.624	91.442	51.045	1010.679	995.429
678.562	86.395	50.489	1011.195	995.920
678.500	26.362	49.950	1011.713	996.410
678.438	100.236	49.430	1012.234	996.901
678.376	107.640	48.937	1012.757	997.392
678.314	16.846	48.473	1013.282	997.883
678.252	58.399	48.042	1013.810	998.374
678.190	28.550	47.648	1014.340	998.865
678.128	24.060	47.293	1014.872	999.355
678.066	93.395	46.978	1015.405	999.846
678.004	-46.521	46.703	1015.938	1000.337
677.941	-21.537	46.467	1016.472	1000.828
677.879	0.319	46.268	1017.005	1001.318
677.817	52.669	46.101	1017.537	1001.810
677.755	86.225	45.963	1018.067	1002.300
677.693	31.671	45.849	1018.593	1002.791
677.631	41.909	45.751	1019.116	1003.282
677.569	23.621	45.666	1019.634	1003.773
677.507	48.929	45.586	1020.148	1004.263
677.445	2.169	45.507	1020.656	1004.754
677.383	19.900	45.425	1021.158	1005.245
677.321	10.556	45.336	1021.654	1005.736
677.259	61.621	45.238	1022.144	1006.227
